feature_name,X,Y,Z,coord,val,gx,gy,gz
fault_6,196426.59,7782759.11,-9037.76,0,0,,,
fault_6,194514.12,7775720.31,-9041.98,0,0,,,
fault_6,195624.24,7787994.4,-9050.58,0,0,,,
fault_6,196491.68,7783510.53,-9056.41,0,0,,,
fault_6,194503.76,7775470.05,-9079.58,0,0,,,
fault_6,195725.76,7785745.96,-9087.99,0,0,,,
fault_6,194447.67,7775218.91,-9088.99,0,0,,,
fault_6,191182.81,7770904.14,-9094.76,0,0,,,
fault_6,191265.64,7771155.81,-9110.99,0,0,,,
fault_6,192139.45,7772923.26,-9115.71,0,0,,,
fault_6,195254.51,7777235.1,-9116.29,0,0,,,
fault_6,191927.86,7772419.02,-9121.4,0,0,,,
fault_6,192039.8,7772671.26,-9121.4,0,0,,,
fault_6,195503.09,7788242.07,-9134.47,0,0,,,
fault_6,194478.73,7775969.66,-9136.02,0,0,,,
fault_6,191828.21,7772167.02,-9138.46,0,0,,,
fault_6,191041.49,7770651.32,-9143.46,0,0,,,
fault_6,195373.68,7788739.63,-9154.89,0,0,,,
fault_6,191722.4,7771914.9,-9155.53,0,0,,,
fault_6,192146.86,7773173.45,-9172.6,0,0,,,
fault_6,195393.65,7788489.98,-9190.88,0,0,,,
fault_6,191378.48,7771408.07,-9191.77,0,0,,,
fault_6,195337.62,7777986.87,-9199.9,0,0,,,
fault_6,195593.19,7778992.07,-9213.06,0,,-0.86,0,0.5
fault_6,195593.19,7778992.07,-9213.06,0,0,,,
fault_6,192598.3,7773682.39,-9218.11,0,0,,,
fault_6,195930.76,7780248.92,-9219.44,0,0,,,
fault_6,195277.27,7777735.64,-9223.74,0,0,,,
fault_6,195641.43,7786994.54,-9252.54,0,0,,,
fault_6,196079.5,7784752.69,-9300.27,0,0,,,
fault_6,191413.66,7771658.8,-9314.84,0,0,,,
fault_6,190794.91,7770396.44,-9316.59,0,0,,,
fault_6,195510.98,7786241.84,-9324.83,0,0,,,
fault_6,195636.53,7787244.5,-9324.83,0,0,,,
fault_6,195657.73,7779743.47,-9343.01,0,0,,,
fault_6,195608.82,7785493.62,-9343.06,0,0,,,
fault_6,194544.98,7776221.01,-9361.71,0,0,,,
fault_6,194674.91,7776473.6,-9372.53,0,0,,,
fault_6,195754.96,7779995.43,-9379.36,0,0,,,
fault_6,195987.86,7781250.23,-9379.56,0,0,,,
fault_6,195502.02,7785991.62,-9390.77,0,0,,,
fault_6,195751.48,7785246.36,-9415.91,0,0,,,
fault_6,196221.98,7782755.1,-9416.35,0,0,,,
fault_6,194035.8,7774960.79,-9427.54,0,0,,,
fault_6,195534.68,7786742.4,-9428.12,0,0,,,
fault_6,195310.78,7778736.49,-9429.73,0,0,,,
fault_6,195798.08,7780496.37,-9432.53,0,0,,,
fault_6,196255.05,7784005.99,-9436,0,0,,,
fault_6,193496.69,7774450.14,-9436.94,0,0,,,
fault_6,193710.34,7774704.37,-9451.07,0,0,,,
fault_6,194939.33,7776978.87,-9472.85,0,0,,,
fault_6,196259.94,7783756.04,-9475.57,0,0,,,
fault_6,192881.52,7774188.04,-9483.98,0,0,,,
fault_6,195866.79,7780747.76,-9493.08,0,0,,,
fault_6,196128.67,7782503.23,-9499.66,0,0,,,
fault_6,196094.28,7782252.5,-9503.43,0,0,,,
fault_6,195873.39,7784998.7,-9503.74,0,0,,,
fault_6,194578.43,7776721.76,-9509.12,0,0,,,
fault_6,196312.77,7783256.98,-9513.95,0,0,,,
fault_6,192321.56,7773676.97,-9531.04,0,0,,,
fault_6,192388.33,7773928.33,-9535.7,0,0,,,
fault_6,191008.52,7771400.82,-9556.13,0,0,,,
fault_6,196038.86,7782001.37,-9586.74,0,0,,,
fault_6,195994.24,7781750.45,-9614.21,0,0,,,
fault_6,191483.82,7772160.27,-9616.37,0,0,,,
fault_6,194762.97,7776975.42,-9629.97,0,0,,,
fault_6,193085,7774442.07,-9650.9,1,,0.89,0.02,0.46
fault_6,195471.14,7779489.77,-9652.25,0,0,,,
fault_6,195109.67,7778232.45,-9666.13,0,0,,,
fault_6,196104.79,7784253.09,-9673.34,0,0,,,
fault_6,195397.18,7787489.85,-9676.04,0,0,,,
fault_6,194797.27,7777226.14,-9696.46,0,0,,,
fault_6,194793.43,7777476.11,-9726.15,0,0,,,
fault_6,193924.17,7775208.65,-9728.48,0,0,,,
fault_6,195195.65,7778484.18,-9734.92,0,0,,,
fault_6,195780.11,7780996.11,-9735.2,0,0,,,
fault_6,190496.64,7770390.6,-9738.64,0,0,,,
fault_6,191205.82,7771904.78,-9747.24,0,0,,,
fault_6,191417.42,7772409.02,-9770,0,0,,,
fault_6,190933.97,7771649.41,-9798.47,0,0,,,
fault_6,193949.96,7775709.25,-9799.02,0,0,,,
fault_6,196089.69,7783002.56,-9807.77,0,0,,,
fault_6,195888.53,7781498.33,-9830.83,0,0,,,
fault_6,194876.78,7777727.79,-9832.94,0,0,,,
fault_6,195397.5,7785739.53,-9837.13,0,0,,,
fault_6,190520.99,7770641.13,-9852.28,0,0,,,
fault_6,193278.32,7774695.91,-9860.16,0,0,,,
fault_6,192673.32,7774434.01,-9864.85,0,0,,,
fault_6,191611.82,7773162.97,-9872.42,0,0,,,
fault_6,195217.11,7778984.7,-9874.12,0,0,,,
fault_6,193436.07,7774949.04,-9893.07,0,0,,,
fault_6,196081.2,7783502.49,-9898.51,0,0,,,
fault_6,191219.37,7772155.09,-9900.87,0,0,,,
fault_6,191381.77,7772658.37,-9912.24,0,0,,,
fault_6,191891.07,7773668.54,-9929.31,0,0,,,
fault_6,194342,7776467.08,-9958.92,0,0,,,
fault_6,190492.69,7770890.62,-9960.5,0,0,,,
fault_6,193894.23,7775958.21,-9963.61,0,0,,,
fault_6,190634.01,7771143.44,-9965.91,0,0,,,
fault_6,194910.69,7788730.56,-9975.35,0,0,,,
fault_6,194184.12,7776213.94,-9977.71,0,0,,,
fault_6,191941.07,7773919.57,-9982.4,0,0,,,
fault_6,195336.82,7785488.29,-9992.5,0,0,,,
fault_6,195269.48,7787737.4,-9996.22,0,0,,,
fault_6,194893.05,7788730.22,-10055.31,1,,0.54,0.01,0.84
fault_6,193822.71,7775456.71,-10067.03,0,0,,,
fault_6,195451.53,7780239.53,-10084.41,0,0,,,
fault_6,193540.44,7775201.14,-10092.91,1,,0.67,0.01,0.74
fault_6,194245.3,7776715.23,-10101.36,0,0,,,
fault_6,196029.08,7783751.51,-10108.44,0,0,,,
fault_6,195434,7785240.14,-10109.6,0,0,,,
fault_6,195470.94,7780489.96,-10128.67,0,0,,,
fault_6,195193.48,7786485.67,-10130.5,0,0,,,
fault_6,190163.28,7770384.07,-10133.63,0,0,,,
fault_6,194950.57,7788481.3,-10165.82,0,0,,,
fault_6,194967.32,7778729.76,-10181.5,0,0,,,
fault_6,192147.1,7774173.65,-10186.96,1,,0.72,0.01,0.69
fault_6,190205.17,7770634.94,-10214.8,0,0,,,
fault_6,192022.58,7774171.21,-10226.93,0,0,,,
fault_6,195895.92,7783998.95,-10227.1,0,0,,,
fault_6,195002.9,7788232.27,-10244.13,0,0,,,
fault_6,195706.74,7784745.39,-10268.86,0,0,,,
fault_6,192739.58,7774685.35,-10269.25,0,0,,,
fault_6,194718.01,7777974.73,-10277.6,0,0,,,
fault_6,195094.17,7785983.63,-10283.48,0,0,,,
fault_6,195449.68,7780739.59,-10287.56,0,0,,,
fault_6,195267.85,7787237.27,-10291.1,1,,0.44,0.01,0.9
fault_6,191143.18,7772903.74,-10344.67,0,0,,,
fault_6,195763.67,7782746.12,-10347.7,0,0,,,
fault_6,195225.64,7779735.01,-10353.33,0,0,,,
fault_6,190713.83,7771895.14,-10356.05,0,0,,,
fault_6,193459.5,7775699.65,-10358.59,1,,0.63,0.01,0.78
fault_6,190361.11,7770888.04,-10360.89,1,,0.54,0.01,0.84
fault_6,194939.68,7779229.31,-10361.46,0,0,,,
fault_6,193874.09,7776207.86,-10363.29,0,0,,,
fault_6,194896.16,7787980.14,-10368.07,0,0,,,
fault_6,193273.8,7775445.96,-10393.85,1,,0.68,0.01,0.73
fault_6,194366.15,7777217.69,-10397.48,0,0,,,
fault_6,190629.48,7771393.39,-10402.91,1,,0.53,0.01,0.85
fault_6,190893.43,7772148.71,-10418.63,0,0,,,
fault_6,195009.95,7786732.13,-10419.71,0,0,,,
fault_6,194623,7777972.87,-10426.66,1,,0.5,0.01,0.86
fault_6,190888.53,7772398.66,-10458.45,0,0,,,
fault_6,195030.91,7786232.44,-10461.03,0,0,,,
fault_6,195083.21,7786983.61,-10461.03,0,0,,,
fault_6,195719.46,7782495.21,-10461.28,0,0,,,
fault_6,195729.27,7782995.5,-10483.2,0,0,,,
fault_6,193358.03,7775947.71,-10511.41,1,,0.63,0.01,0.78
fault_6,190333.73,7771387.6,-10525.02,0,0,,,
fault_6,190199.32,7770634.82,-10525.92,1,,0.52,0.01,0.85
fault_6,190069.71,7770382.24,-10534.04,1,,0.51,0.01,0.86
fault_6,195312.45,7784987.72,-10541.67,0,0,,,
fault_6,193090.64,7775192.32,-10546.67,0,0,,,
fault_6,193034.55,7774941.18,-10549.02,1,,0.67,0.01,0.75
fault_6,190503.48,7771640.97,-10555.18,0,0,,,
fault_6,195769.65,7783246.34,-10562.62,0,0,,,
fault_6,190963.59,7772650.18,-10566.56,0,0,,,
fault_6,195724.26,7783495.5,-10567.23,0,0,,,
fault_6,195595.41,7784493.16,-10567.26,0,0,,,
fault_6,195617.4,7784243.55,-10575.16,0,0,,,
fault_6,192754.83,7774685.65,-10584.29,1,,0.64,0.01,0.76
fault_6,191411.39,7773659.14,-10595.01,0,0,,,
fault_6,195317.21,7781237.09,-10605.36,0,0,,,
fault_6,191089.09,7773152.73,-10606.38,0,0,,,
fault_6,191524.3,7773911.4,-10607.8,0,0,,,
fault_6,190118.4,7770883.29,-10609.8,0,0,,,
fault_6,194989,7787231.81,-10615.98,0,0,,,
fault_6,193881.14,7776958.15,-10621.09,0,0,,,
fault_6,194939.44,7787480.89,-10626.31,0,0,,,
fault_6,193375.63,7775698,-10636.02,0,0,,,
fault_6,192790.59,7774936.4,-10645.43,0,0,,,
fault_6,194658.65,7778473.66,-10652.14,0,0,,,
fault_6,195491.1,7782240.69,-10652.84,0,0,,,
fault_6,194907.12,7785229.82,-10659.55,0,0,,,
fault_6,190657.23,7771643.99,-10660.44,1,,0.49,0.01,0.87
fault_6,192434.63,7774679.38,-10668.93,0,0,,,
fault_6,195150.03,7779983.58,-10673.15,0,0,,,
fault_6,194481.79,7778220.15,-10675.06,0,0,,,
fault_6,194236.8,7777465.21,-10693.32,0,0,,,
fault_6,195429.78,7781739.39,-10704.48,0,0,,,
fault_6,190018.02,7770631.27,-10712.58,0,0,,,
fault_6,193708.19,7776454.66,-10746.69,0,0,,,
fault_6,189876.71,7770378.46,-10761.28,0,0,,,
fault_6,195424.88,7781989.34,-10768.61,0,0,,,
fault_6,195371.63,7782488.4,-10771.72,1,,0.51,0.01,0.86
fault_6,193080.66,7775442.18,-10781.79,0,0,,,
fault_6,193898.36,7777208.53,-10812.8,1,,0.62,0.01,0.78
fault_6,195311.05,7782237.16,-10815.26,1,,0.52,0.01,0.85
fault_6,190318.19,7771137.25,-10815.4,1,,0.49,0.01,0.87
fault_6,194272.63,7777715.96,-10831.49,0,0,,,
fault_6,190125.2,7771133.47,-10831.63,0,0,,,
fault_6,191267.44,7773156.23,-10845.35,1,,0.47,0.01,0.89
fault_6,193870.24,7777458.03,-10859.74,1,,0.63,0.01,0.78
fault_6,195567.34,7783742.47,-10883.69,0,0,,,
fault_6,191412.67,7774159.26,-10889.93,0,0,,,
fault_6,190738.43,7771895.62,-10905.1,1,,0.49,0.01,0.87
fault_6,195063.68,7781232.12,-10930.73,1,,0.54,0.01,0.84
fault_6,193208.28,7776194.82,-10946.35,0,0,,,
fault_6,191522.08,7773661.31,-10947.76,1,,0.53,0.01,0.85
fault_6,194534.06,7779221.37,-10971.32,1,,0.56,0.01,0.83
fault_6,191152.41,7772903.93,-10973.38,1,,0.47,0.01,0.88
fault_6,194624.15,7779473.18,-10976.57,0,0,,,
fault_6,191460.77,7773910.16,-10983.98,1,,0.54,0.01,0.84
fault_6,194817.56,7785728.17,-11021.58,0,0,,,
fault_6,190962.33,7772400.11,-11021.75,1,,0.45,0.01,0.89
fault_6,190844.23,7772147.75,-11021.75,1,,0.46,0.01,0.89
fault_6,194644.27,7787725.15,-11029.13,0,0,,,
fault_6,191055.83,7772651.99,-11033.12,1,,0.46,0.01,0.89
fault_6,194384.48,7779218.44,-11044.08,0,0,,,
fault_6,194446.16,7778969.6,-11057.1,0,0,,,
fault_6,194467.01,7788221.78,-11060.12,0,0,,,
fault_6,195090.92,7784483.28,-11061.69,1,,0.52,0.01,0.85
fault_6,195465.16,7783490.42,-11064.65,0,0,,,
fault_6,195284.55,7783986.98,-11073.55,1,,0.52,0.01,0.85
fault_6,193423.89,7776949.19,-11083.41,1,,0.66,0.01,0.75
fault_6,192633.22,7775183.36,-11096.84,0,0,,,
fault_6,189878.61,7770878.59,-11134.63,0,0,,,
fault_6,195234.6,7783235.86,-11165.7,1,,0.53,0.01,0.85
fault_6,194175.35,7778464.2,-11171.89,1,,0.57,0.01,0.82
fault_6,194110.02,7778212.87,-11187.18,1,,0.58,0.01,0.81
fault_6,192811.66,7775937,-11195.57,0,0,,,
fault_6,192864.43,7776188.09,-11200.43,1,,0.67,0.01,0.74
fault_6,195244.35,7783486.09,-11202.97,1,,0.5,0.01,0.86
fault_6,195070.17,7784232.83,-11204.08,1,,0.52,0.01,0.86
fault_6,195216.76,7783735.6,-11208.04,1,,0.5,0.01,0.87
fault_6,194706.25,7780474.98,-11210.69,1,,0.54,0.01,0.84
fault_6,195223.51,7782735.54,-11226.04,0,0,,,
fault_6,194520.77,7785472.3,-11234.56,0,0,,,
fault_6,193763.52,7777705.98,-11249.11,1,,0.6,0.01,0.8
fault_6,194729.17,7780975.52,-11278.79,1,,0.53,0.01,0.85
fault_6,194108.92,7788714.86,-11293.22,0,0,,,
fault_6,192791.15,7775686.55,-11294.33,0,0,,,
fault_6,192994.4,7776690.73,-11297.94,1,,0.66,0.01,0.75
fault_6,190258.74,7771886.23,-11306.21,0,0,,,
fault_6,194312.69,7785218.18,-11315.73,0,0,,,
fault_6,194615.67,7787474.55,-11318.34,0,0,,,
fault_6,194668.63,7780724.29,-11331.77,1,,0.54,0.01,0.84
fault_6,193815.93,7777456.96,-11333.9,0,0,,,
fault_6,190482.65,7772390.71,-11334.68,0,0,,,
fault_6,195031.18,7782731.78,-11335.82,1,,0.52,0.01,0.85
fault_6,194255.28,7778715.81,-11344.03,0,0,,,
fault_6,194884.8,7781478.67,-11344.13,1,,0.54,0.01,0.84
fault_6,190944,7773649.99,-11346.06,0,0,,,
fault_6,194949.54,7781980.03,-11359.56,1,,0.52,0.01,0.85
fault_6,194290.03,7785967.88,-11374.11,0,0,,,
fault_6,194291.58,7788468.39,-11376.47,0,0,,,
fault_6,193241,7776945.61,-11394.62,0,0,,,
fault_6,191112.62,7773903.34,-11402.48,0,0,,,
fault_6,195193.26,7782985,-11415.16,0,0,,,
fault_6,192888.73,7776438.61,-11433.75,0,0,,,
fault_6,194969.14,7784730.94,-11450.23,0,0,,,
fault_6,194954.11,7784480.6,-11453.29,0,0,,,
fault_6,193200.17,7776694.76,-11467.16,0,0,,,
fault_6,195083.18,7781732.6,-11510.73,0,0,,,
fault_6,190640.15,7773143.94,-11539.5,0,0,,,
fault_6,192690.26,7776434.72,-11540.38,1,,0.68,0.01,0.74
fault_6,192598.38,7776182.87,-11552.94,0,0,,,
fault_6,194445.92,7780219.83,-11581.71,0,0,,,
fault_6,194662.3,7781724.36,-11584.03,1,,0.55,0.01,0.83
fault_6,194855.06,7781478.09,-11584.9,0,0,,,
fault_6,189880.48,7771378.72,-11614.04,0,0,,,
fault_6,193949.51,7778709.82,-11623.06,1,,0.57,0.01,0.82
fault_6,189539.4,7770871.95,-11627.03,0,0,,,
fault_6,194382.97,7780218.6,-11632.18,1,,0.55,0.01,0.83
fault_6,189669.02,7771124.53,-11632.44,0,0,,,
fault_6,193908.38,7777958.87,-11653.42,0,0,,,
fault_6,190503.6,7772891.22,-11658.97,0,0,,,
fault_6,194140.61,7778963.61,-11665.99,1,,0.56,0.01,0.83
fault_6,194295.43,7786718.13,-11669.54,0,0,,,
fault_6,192033.3,7774921.56,-11670.51,0,0,,,
fault_6,192404.88,7775678.99,-11675.2,0,0,,,
fault_6,194782.02,7782976.94,-11680.2,1,,0.53,0.01,0.85
fault_6,193787.82,7778206.56,-11684,0,0,,,
fault_6,194525.51,7780721.49,-11687.38,0,0,,,
fault_6,190223.1,7772135.58,-11704.51,0,0,,,
fault_6,192043.84,7775421.87,-11708.11,0,0,,,
fault_6,191799.32,7774666.93,-11717.52,0,0,,,
fault_6,193849.02,7778457.8,-11722.21,0,0,,,
fault_6,194314.31,7779717.16,-11727.07,0,0,,,
fault_6,189344.5,7770368.03,-11751.49,0,0,,,
fault_6,194553.58,7787223.28,-11752.18,0,0,,,
fault_6,194556.61,7781222.19,-11755.48,0,0,,,
fault_6,194827.09,7783978.02,-11848.83,0,0,,,
fault_6,194014.17,7787962.86,-11876.11,0,0,,,
fault_6,192237.34,7775925.75,-11886.8,0,0,,,
fault_6,189357.15,7770618.33,-11908.39,0,0,,,
fault_6,193977.93,7786961.96,-11917.43,0,0,,,
fault_6,193390.18,7777698.67,-11924.23,0,0,,,
fault_6,194245.75,7784966.82,-11936.91,0,0,,,
fault_6,194696.43,7782475.17,-11975.65,0,0,,,
fault_6,190360.9,7772638.37,-12000.35,0,0,,,
fault_6,189900.8,7771629.17,-12006.04,0,0,,,
fault_6,194823.44,7783727.9,-12007.04,0,0,,,
fault_6,194702.48,7784225.62,-12022.85,0,0,,,
fault_6,190807.67,7773897.36,-12051.38,0,0,,,
fault_6,194069.79,7779962.42,-12054.16,1,,0.55,0.01,0.84
fault_6,193972.55,7779710.46,-12068.68,1,,0.56,0.01,0.83
fault_6,192936.47,7777189.69,-12069.95,0,0,,,
fault_6,194244.16,7780465.93,-12073.28,0,0,,,
fault_6,189951.25,7771880.2,-12131.22,0,0,,,
fault_6,193953.12,7785711.23,-12155.42,0,0,,,
fault_6,192074.89,7776172.62,-12183.05,0,0,,,
fault_6,193874.09,7786959.92,-12199.11,1,,0.53,0.01,0.85
fault_6,194010.05,7786462.49,-12206.64,0,0,,,
fault_6,192024.44,7776421.68,-12215.61,0,0,,,
fault_6,190636.51,7773643.96,-12222.27,0,0,,,
fault_6,193815.08,7786708.72,-12227.8,1,,0.53,0.01,0.85
fault_6,192529,7776931.66,-12228.62,0,0,,,
fault_6,189417.54,7771119.61,-12249.27,0,0,,,
fault_6,190193.61,7772385.05,-12256.4,0,0,,,
fault_6,193800.67,7787458.58,-12258.29,0,0,,,
fault_6,192383.66,7776678.76,-12270.91,0,0,,,
fault_6,194204.88,7779464.97,-12281.29,1,,0.46,0.01,0.89
fault_6,194543.3,7783472.36,-12317.64,0,0,,,
fault_6,194527.85,7782721.92,-12361.79,0,0,,,
fault_6,193835.73,7787459.27,-12375.28,1,,0.5,0.01,0.86
fault_6,193506.87,7788202.97,-12382.24,0,0,,,
fault_6,193838.96,7787959.43,-12395.36,1,,0.5,0.01,0.87
fault_6,190533.22,7773891.99,-12432.25,0,0,,,
fault_6,194300.84,7781717.28,-12436.08,0,0,,,
fault_6,193641.63,7779453.93,-12449.76,0,0,,,
fault_6,193633.98,7785955.03,-12476.73,1,,0.52,0.01,0.85
fault_6,192542.22,7777181.96,-12509.31,0,0,,,
fault_6,193542.64,7785203.09,-12509.39,0,0,,,
fault_6,193663.37,7787705.94,-12514.14,1,,0.52,0.01,0.86
fault_6,190388.01,7773139,-12518.11,0,0,,,
fault_6,189370.75,7771118.69,-12519.8,0,0,,,
fault_6,194074.08,7781212.74,-12527.29,0,0,,,
fault_6,194353.15,7783718.68,-12560.79,0,0,,,
fault_6,189946.36,7772130.16,-12575.02,0,0,,,
fault_6,193044.29,7778191.99,-12601.19,0,0,,,
fault_6,194262.67,7782466.67,-12641.96,0,0,,,
fault_6,189754.46,7771876.35,-12654.67,0,0,,,
fault_6,190445.87,7773640.23,-12677.42,0,0,,,
fault_6,193598.52,7785454.24,-12679.77,1,,0.53,0.01,0.85
fault_6,193404.98,7788200.97,-12687.23,1,,0.52,0.01,0.85
fault_6,192383.64,7777428.91,-12690.44,0,0,,,
fault_6,194158.72,7782214.59,-12701.79,0,0,,,
fault_6,194073.39,7784463.35,-12711.11,0,0,,,
fault_6,194295.95,7781967.23,-12738.44,0,0,,,
fault_6,192998.08,7778441.13,-12807.57,0,0,,,
fault_6,193494.15,7785452.19,-12817.59,0,0,,,
fault_6,190165.36,7772884.59,-12831.05,0,0,,,
fault_6,193427.88,7786201.04,-12854.99,1,,0.52,0.01,0.85
fault_6,193338.03,7787699.57,-12878.05,0,0,,,
fault_6,193679.46,7784705.68,-12890.15,1,,0.56,0.01,0.83
fault_6,193694.58,7780955.26,-12898.03,0,0,,,
fault_6,189860.26,7772128.47,-12905.03,0,0,,,
fault_6,193368.96,7785949.84,-12908,0,0,,,
fault_6,193779.65,7781206.97,-12913.19,0,0,,,
fault_6,189996.81,7772381.19,-12922.09,0,0,,,
fault_6,193391.37,7786450.37,-12922.13,1,,0.52,0.01,0.85
fault_6,193009.46,7788443.27,-12925.6,1,,0.55,0.01,0.83
fault_6,190071.86,7772632.71,-12944.85,0,0,,,
fault_6,193659.86,7784955.34,-12945.65,1,,0.54,0.01,0.84
fault_6,193484.46,7785201.96,-12974.69,1,,0.53,0.01,0.85
fault_6,193191.93,7785696.32,-12987.35,1,,0.55,0.01,0.83
fault_6,193156.84,7779194.39,-12993.74,0,0,,,
fault_6,191256.2,7776406.63,-13015.22,0,0,,,
fault_6,191183.88,7776155.16,-13039.14,0,0,,,
fault_6,193947.99,7781460.32,-13043.19,0,0,,,
fault_6,193684.3,7784705.77,-13064.53,0,0,,,
fault_6,191410.38,7776659.7,-13086.76,0,0,,,
fault_6,193527.73,7780701.94,-13102.36,0,0,,,
fault_6,193077.17,7788444.6,-13135.85,0,0,,,
fault_6,191627.57,7776914,-13141.15,0,0,,,
fault_6,193311.66,7779947.56,-13188.02,0,0,,,
fault_6,193408.95,7784950.43,-13196.04,0,0,,,
fault_6,192806.05,7778687.42,-13211.86,0,0,,,
fault_6,193765.57,7784457.32,-13217.41,0,0,,,
fault_6,193963.48,7783961.1,-13225.32,0,0,,,
fault_6,192249.77,7777676.33,-13274.49,0,0,,,
fault_6,192675.88,7778434.82,-13319.67,0,0,,,
fault_6,192565.12,7778182.61,-13342.62,0,0,,,
fault_6,193997.02,7783461.66,-13349.53,0,0,,,
fault_6,192997.92,7779441.32,-13350.94,0,0,,,
fault_6,193873.06,7783209.18,-13370.92,0,0,,,
fault_6,193951.27,7783710.81,-13415.18,0,0,,,
fault_6,192942.39,7787941.86,-13435.8,0,0,,,
fault_6,193246.37,7780446.38,-13457.97,0,0,,,
fault_6,193684.96,7784205.69,-13494.27,0,0,,,
fault_6,193310.18,7780947.73,-13533.65,0,0,,,
fault_6,193206.65,7784946.47,-13561.87,0,0,,,
fault_6,193635.77,7782704.44,-13633.88,0,0,,,
fault_6,193159.69,7780694.73,-13677.42,0,0,,,
fault_6,192941.45,7785191.32,-13678.03,0,0,,,
fault_6,192537.59,7778932.21,-13684,0,0,,,
fault_6,190705.62,7776395.84,-13708.22,0,0,,,
fault_6,193399.68,7781699.62,-13718.77,0,0,,,
fault_6,193017.79,7786943.15,-13725.01,0,0,,,
fault_6,192790.18,7779687.3,-13725.9,0,0,,,
fault_6,193316.01,7781447.94,-13765.44,0,0,,,
fault_6,193454.2,7781950.74,-13792.06,0,0,,,
fault_6,192804.18,7785688.73,-13795.44,0,0,,,
fault_6,192799.4,7786688.82,-13807.65,0,0,,,
fault_6,192976.66,7786192.2,-13838.65,0,0,,,
fault_6,192636.05,7788185.91,-14055.54,0,0,,,
fault_6,192595.27,7785934.68,-14203.25,0,0,,,
fault_6,192934.25,7781690.51,-14204.34,0,0,,,
fault_6,192581.01,7786434.5,-14272.46,0,0,,,
fault_6,192616.77,7779433.86,-14275.6,0,0,,,
fault_6,192625.47,7785435.18,-14303.18,0,0,,,
fault_6,192068.87,7778672.98,-14320.14,0,0,,,
fault_6,193123.17,7782944.45,-14356.35,0,0,,,
fault_6,192734.92,7784687.18,-14422.37,0,0,,,
fault_6,192161.52,7778924.84,-14588.65,0,0,,,
fault_6,192426.64,7780180.28,-14590.03,0,0,,,
fault_6,192382.55,7784930.32,-14679.53,0,0,,,
fault_6,192289.9,7785678.65,-14787.53,0,0,,,
fault_6,191975.71,7788423.02,-14851.66,0,0,,,
fault_6,192296.58,7785178.69,-14872.42,0,0,,,
fault_6,192261.35,7787928.52,-14964.52,0,0,,,
fault_6,192062.51,7779923.09,-15128.72,0,0,,,
fault_6,191999.67,7788173.44,-15191.77,0,0,,,
fault_6,191871,7779669.3,-15194.12,0,0,,,
fault_6,191767.37,7786918.65,-15573.94,0,0,,,
fault_6,192489.72,7779431.37,-15576.41,0,0,,,
fault_6,191694.12,7786667.17,-15625.58,0,0,,,
fault_6,191486.17,7788413.43,-15766.19,0,0,,,
fault_6,191634.58,7784665.62,-15815.42,0,0,,,
fault_6,191553.88,7786414.38,-15842.48,0,0,,,
fault_6,191458.3,7786162.46,-15863.15,0,0,,,
fault_6,191768.75,7787418.78,-15914.79,0,0,,,
fault_6,191803.61,7787919.56,-15966.43,0,0,,,
fault_6,191458.28,7785662.36,-16032.73,0,0,,,
